Capacite_accueil,NbChambres,frais_menage,Latitude,Longitude,Caution,Prix_Estime
4.0,3.0,30.0,44.8398005093,-0.5863113656,150.0,112.9399009332983
2.0,0.0,30.0,44.8273258701,-0.5609708661,500.0,52.54186952238979
2.0,1.0,0.0,44.8159164051,-0.5688108278,600.0,61.674481375785035
6.0,2.0,0.0,44.8497639982,-0.5725708879,1500.0,140.17903518303137
2.0,1.0,0.0,44.8297207148,-0.5597800944,90.0,48.38124827068532
6.0,4.0,80.0,44.8332051603,-0.5921412653,0.0,156.46765452428735
4.0,0.0,20.0,44.8424140392,-0.578672484,300.0,64.93864510392814
4.0,1.0,0.0,44.8280715635,-0.5836460944,0.0,65.38737044478876
2.0,0.0,0.0,44.8555121122,-0.6230531908,0.0,42.604623636662836
6.0,2.0,15.0,44.8145722783,-0.5728706284,500.0,112.5454753620179
4.0,1.0,0.0,44.8280290937,-0.5617721453,150.0,66.31945701472432
2.0,1.0,5.0,44.8345946516,-0.5684014071,90.0,51.85106052609717
2.0,1.0,10.0,44.8366092032,-0.5690079566,500.0,64.96241324816947
6.0,2.0,0.0,44.8403388245,-0.5779957355,1000.0,125.97161386351308
3.0,0.0,9.0,44.8230099432,-0.5712603985,0.0,41.428276739058674
2.0,1.0,0.0,44.858960612,-0.575523974,0.0,52.320634633684676
6.0,1.0,0.0,44.8421139303,-0.5722156521,400.0,92.89533685361403
2.0,1.0,50.0,44.8378159842,-0.5720068569,0.0,64.19797017623932
3.0,1.0,0.0,44.834053541,-0.5692185078,405.0,67.08786808135756
3.0,1.0,0.0,44.8237161754,-0.578672534,0.0,55.929747467724155
4.0,1.0,10.0,44.8308614094,-0.564642618,0.0,66.10856585652982
4.0,0.0,0.0,44.8382537523,-0.569967997,300.0,56.94719008530319
2.0,1.0,20.0,44.8554677321,-0.5796200378,200.0,64.03169115731907
2.0,1.0,0.0,44.8310815867,-0.5856078045,0.0,49.84580920134158
2.0,1.0,0.0,44.8425751576,-0.5779117224,0.0,50.354771892217286
2.0,0.0,10.0,44.8509650761,-0.5975781241,150.0,45.45462112751102
4.0,2.0,20.0,44.8692369399,-0.5491850293,250.0,95.28886794940263
2.0,0.0,0.0,44.8254635918,-0.5740273222,100.0,34.01558631309308
7.0,4.0,0.0,44.8387397337,-0.5885653364,0.0,140.26816261927615
2.0,1.0,0.0,44.8249444387,-0.5657452985,0.0,46.110383749303764
4.0,2.0,0.0,44.8405078433,-0.571922367,500.0,95.20640752861709
2.0,1.0,0.0,44.8367192889,-0.5704329545,0.0,48.44831783622794
6.0,1.0,10.0,44.8266060898,-0.5755788858,0.0,83.33810486807215
2.0,1.0,0.0,44.8638077715,-0.62044529,150.0,63.59343019938751
2.0,0.0,0.0,44.8401774106,-0.5801849146,0.0,34.24799527711366
2.0,1.0,0.0,44.8246288477,-0.5727522505,250.0,53.90929702448284
2.0,0.0,10.0,44.8273811756,-0.5578476007,100.0,35.021764205826
2.0,1.0,28.0,44.8576736965,-0.6113037145,400.0,76.84432647614813
4.0,1.0,0.0,44.8301659189,-0.5958575776,100.0,70.17955403201267
2.0,1.0,30.0,44.875960409,-0.5709525528,800.0,85.13737080546525
4.0,1.0,10.0,44.8396314791,-0.5763759448,150.0,73.13934714236984
4.0,2.0,0.0,44.8557477373,-0.5760604227,0.0,84.29160960551144
3.0,1.0,0.0,44.8514641542,-0.5811095295,0.0,60.19520096768974
3.0,1.0,15.0,44.8409180332,-0.5855134652,150.0,68.05305520185539
2.0,1.0,20.0,44.8395344396,-0.5807064944,150.0,60.57537619670984
2.0,1.0,8.0,44.8273199504,-0.5614503256,100.0,51.01604534426224
5.0,2.0,0.0,44.8279717202,-0.5736846462,0.0,88.15580361284265
4.0,1.0,0.0,44.855987384,-0.6045739694,450.0,84.64400726544045
3.0,1.0,0.0,44.8483628962,-0.585992571,250.0,67.29436799050836
4.0,1.0,15.0,44.8359170997,-0.5694569706,350.0,78.61735178180152
2.0,1.0,0.0,44.8696422242,-0.5490774724,0.0,50.005874076153304
1.0,1.0,0.0,44.8304330958,-0.5834025049,0.0,41.3109557959624
4.0,1.0,0.0,44.8453546926,-0.576824367,0.0,66.8391765389415
2.0,1.0,0.0,44.8440599801,-0.5790071875,1500.0,91.7084642443424
4.0,1.0,0.0,44.8332308564,-0.5743461105,400.0,75.70085738582748
2.0,1.0,0.0,44.8326652586,-0.5819039108,0.0,49.533988313044574
2.0,1.0,15.0,44.8473979441,-0.5790405903,200.0,61.27311690476381
2.0,1.0,20.0,44.8312462975,-0.5674581164,200.0,58.85845559723748
2.0,1.0,15.0,44.8464164602,-0.5866470271,200.0,62.23373606511814
4.0,1.0,20.0,44.8576548976,-0.5668967692,150.0,77.38510254114681
8.0,3.0,15.0,44.8326102051,-0.5919938591,0.0,136.5370475106929
4.0,2.0,40.0,44.8396602977,-0.5756009769,600.0,110.6448514258982
4.0,2.0,20.0,44.8255803586,-0.5776429986,0.0,86.4127542484639
2.0,0.0,5.0,44.845063529,-0.5804970847,600.0,52.913355349627636
2.0,1.0,0.0,44.8302816877,-0.5830215473,250.0,56.19031573623852
4.0,1.0,0.0,44.8398345888,-0.5749722965,700.0,84.91986834137697
2.0,1.0,10.0,44.8471049811,-0.5502417061,300.0,58.26634817734612
2.0,1.0,5.0,44.8352590812,-0.5679915472,300.0,57.62358669209516
4.0,2.0,30.0,44.8322255725,-0.5811976597,500.0,104.59906035745644
2.0,1.0,0.0,44.8339962935,-0.5810528275,100.0,52.331134958462826
3.0,1.0,10.0,44.8567514302,-0.5685561918,150.0,66.2991808640063
3.0,1.0,20.0,44.8273805183,-0.5726626562,0.0,61.72520891479871
1.0,1.0,5.0,44.8370228505,-0.5706609656,150.0,46.03467585091039
8.0,4.0,50.0,44.8413790984,-0.5941846267,1000.0,192.26864913978716
4.0,1.0,30.0,44.8404521283,-0.5724164098,0.0,74.73140806017273
1.0,1.0,10.0,44.8339836556,-0.5901063815,0.0,45.85384108923881
3.0,2.0,30.0,44.8468550084,-0.5834672223,0.0,85.20343736328232
2.0,0.0,35.0,44.8290720225,-0.5704152005,0.0,42.02748134134163
2.0,1.0,15.0,44.8273814148,-0.5851940773,300.0,62.07166302851692
2.0,1.0,30.0,44.8412268755,-0.5715282222,300.0,66.66002733451296
5.0,3.0,100.0,44.8461163487,-0.5867361324,1500.0,180.41876977916036
4.0,0.0,0.0,44.8407601369,-0.5884218881,0.0,51.76983498621121
4.0,1.0,0.0,44.8274785445,-0.5582960275,0.0,61.64095438474669
2.0,1.0,0.0,44.849738454,-0.6195552946,0.0,57.38202030345201
3.0,1.0,50.0,44.8379870605,-0.571470273,0.0,72.2693237220401
11.0,6.0,75.0,44.8486253086,-0.6243209405,1500.0,275.5591231764538
2.0,1.0,10.0,44.8422571831,-0.5870735957,100.0,57.43962373716113
6.0,4.0,50.0,44.8206879391,-0.565867744,500.0,155.34758032103036
6.0,2.0,35.0,44.8302481845,-0.5724024353,0.0,107.17365045066617
4.0,2.0,0.0,44.8170130373,-0.5746007705,0.0,78.61789767408573
2.0,1.0,20.0,44.8400021099,-0.5744857693,500.0,69.3059129184694
4.0,1.0,0.0,44.8396051168,-0.5728357376,350.0,75.01539738955125
2.0,1.0,5.0,44.8441321328,-0.5488097827,0.0,47.90622914953747
4.0,1.0,15.0,44.8820066131,-0.5691779338,200.0,80.97850327355809
2.0,1.0,0.0,44.8553450935,-0.5840738337,0.0,53.04608549757086
4.0,2.0,50.0,44.832394421,-0.5684448216,250.0,102.09626940097041
3.0,2.0,30.0,44.8576942789,-0.610115262,0.0,90.58243835159465
2.0,0.0,15.0,44.8288799606,-0.5919828046,500.0,52.63162752104108
2.0,1.0,10.0,44.8524087754,-0.5717360361,600.0,70.31722446772073
3.0,1.0,20.0,44.8385574624,-0.5969122029,400.0,77.73488000843554
2.0,1.0,9.0,44.851740069,-0.6168721959,182.0,65.01576697808014
2.0,0.0,10.0,44.8403374452,-0.5686472536,100.0,38.40942606251065
2.0,0.0,0.0,44.8235115955,-0.5745373003,0.0,31.081578976079072
2.0,1.0,0.0,44.8591148357,-0.6147030528,450.0,70.29909497676636
2.0,0.0,0.0,44.8392951329,-0.6240186608,0.0,40.45701894379363
3.0,1.0,0.0,44.8248391769,-0.5971813599,0.0,58.76243013466865
2.0,1.0,0.0,44.8196317519,-0.5512183924,300.0,51.45936447999429
2.0,0.0,0.0,44.8383645705,-0.5723984052,0.0,32.867270304363046
3.0,0.0,0.0,44.8373503658,-0.5707556285,100.0,43.34403062407637
2.0,1.0,10.0,44.8284138004,-0.5731941966,150.0,54.84806467509952
3.0,1.0,5.0,44.8536369071,-0.5701473404,100.0,63.186879704303465
2.0,1.0,0.0,44.8517610823,-0.5751202865,0.0,51.24694673797785
3.0,1.0,0.0,44.8333315602,-0.574312691,200.0,62.12067414399644
4.0,1.0,10.0,44.8344386468,-0.5659784063,400.0,77.73567526082843
4.0,2.0,0.0,44.852261387,-0.618336091,100.0,92.64065385902632
5.0,2.0,20.0,44.8476178809,-0.5867155852,500.0,112.61837534494043
4.0,2.0,75.0,44.8306263481,-0.573976079,900.0,128.0905048355471
2.0,1.0,0.0,44.8550027976,-0.5689541256,300.0,59.01039469483658
2.0,1.0,0.0,44.8302264849,-0.5896279686,0.0,50.306078656842146
4.0,1.0,20.0,44.855213509,-0.5696564628,200.0,78.80573293307134
2.0,0.0,20.0,44.8414631092,-0.5691167299,100.0,41.70952851859329
8.0,3.0,0.0,44.8265301839,-0.5893744681,3000.0,212.66283890623617
6.0,2.0,20.0,44.8640115103,-0.5516060048,200.0,109.78503285069746
4.0,2.0,20.0,44.8276025212,-0.5603539583,400.0,95.12948407205204
2.0,1.0,0.0,44.8583693692,-0.5669697322,150.0,55.09986551273869
2.0,1.0,20.0,44.8296179936,-0.5648618068,300.0,60.98607815210471
5.0,2.0,0.0,44.8519470617,-0.5876371667,100.0,96.28545276201748
6.0,3.0,0.0,44.8343619706,-0.5899721194,300.0,123.82940019971466
4.0,2.0,0.0,44.840123968,-0.5766126571,0.0,82.16795855325654
2.0,0.0,8.0,44.8382991724,-0.580480938,300.0,44.68188915029896
6.0,3.0,30.0,44.8198538486,-0.5629443379,1200.0,151.69025445620264
2.0,0.0,10.0,44.8262861971,-0.5704103098,200.0,39.414899459280605
6.0,3.0,50.0,44.8196952798,-0.5653544986,400.0,136.30395800401584
5.0,3.0,150.0,44.822169544,-0.5956386562,500.0,166.3713973033382
2.0,1.0,0.0,44.8532308438,-0.5829310992,0.0,52.582798386048125
2.0,1.0,0.0,44.8377102239,-0.5716890534,0.0,48.76956208497177
5.0,1.0,0.0,44.8333790705,-0.5632570361,0.0,71.31467676428838
7.0,1.0,0.0,44.8508103526,-0.5969690935,0.0,94.89353738604404
13.0,5.0,80.0,44.8628973917,-0.5644965968,1500.0,270.61723453522427
4.0,2.0,30.0,44.8289554861,-0.5585993458,300.0,95.4078885667177
6.0,2.0,15.0,44.8682013544,-0.54781269,1000.0,130.15028865877957
2.0,1.0,12.0,44.8425738579,-0.5711684639,700.0,72.19528793983136
2.0,1.0,0.0,44.8394297638,-0.5725908415,100.0,51.8747691126955
2.0,1.0,5.0,44.8338469843,-0.5660759717,1000.0,76.27446081527614
2.0,0.0,15.0,44.8386056521,-0.5738676409,0.0,37.72382951369673
2.0,1.0,10.0,44.8229870898,-0.551156278,200.0,52.264712227526616
5.0,2.0,15.0,44.861674314,-0.5673923983,200.0,102.07484621779167
2.0,1.0,15.0,44.8474826838,-0.5855737399,400.0,67.69383046355324
4.0,1.0,15.0,44.8317285856,-0.5668999291,0.0,68.09377680120633
2.0,1.0,0.0,44.8341369361,-0.5703498781,0.0,48.07212141440232
7.0,4.0,80.0,44.8324583773,-0.5813609237,800.0,184.78866268512593
8.0,2.0,49.0,44.8395610793,-0.5849133416,250.0,137.67817175129585
4.0,1.0,49.0,44.8514544624,-0.5826393134,250.0,90.43084895612174
4.0,1.0,49.0,44.8381733791,-0.5873153803,250.0,89.23343474929061
6.0,2.0,50.0,44.854428297,-0.5663294669,600.0,130.71100838851362
4.0,1.0,49.0,44.8496847102,-0.5749564523,250.0,89.0711766717859
4.0,2.0,49.0,44.8494092957,-0.5748702556,250.0,105.11694824907681
4.0,2.0,49.0,44.8443149784,-0.5778641102,250.0,104.83106567637242
1.0,1.0,0.0,44.8478687444,-0.6100425235,0.0,47.61909438208568
2.0,1.0,0.0,44.8401933352,-0.5957441264,0.0,52.59542939624953
2.0,1.0,10.0,44.8505873563,-0.5907042674,0.0,56.406628270118745
4.0,1.0,0.0,44.8358858532,-0.5786403627,200.0,71.23096292764876
4.0,2.0,0.0,44.8391582939,-0.5725707396,350.0,91.01116034600363
4.0,1.0,0.0,44.8202454461,-0.5709646649,500.0,76.11332836126167
4.0,1.0,20.0,44.8771110644,-0.5722120415,400.0,87.72802733447224
2.0,1.0,0.0,44.8359643672,-0.5679331288,0.0,47.98065521675835
3.0,1.0,0.0,44.8313987941,-0.5628976074,300.0,62.931150499006435
2.0,1.0,0.0,44.8284306576,-0.5645138306,0.0,46.424117744650175
5.0,2.0,30.0,44.8327509476,-0.5780844402,300.0,106.88328756147894
6.0,2.0,30.0,44.836338649,-0.5679959736,500.0,119.52116022391147
2.0,1.0,0.0,44.8392825287,-0.5713272649,0.0,48.939032343856525
2.0,1.0,0.0,44.840773586,-0.6150091548,0.0,55.4608293879819
2.0,0.0,0.0,44.8376949837,-0.568703841,0.0,32.23901714986823
3.0,1.0,0.0,44.8342418197,-0.5672431347,150.0,59.86138278532053
8.0,4.0,50.0,44.8265675649,-0.5842231461,1000.0,188.74044266799683
5.0,3.0,50.0,44.8265611478,-0.5683855867,1000.0,145.97986237941495
4.0,1.0,0.0,44.8340938372,-0.5807630477,0.0,65.82013444102358
1.0,1.0,0.0,44.8617295495,-0.6169378607,200.0,56.034997746053705
4.0,1.0,10.0,44.8366859943,-0.5745090793,400.0,79.28520217585083
4.0,1.0,10.0,44.8506346157,-0.5751520853,350.0,79.97910256429805
1.0,1.0,15.0,44.8291918834,-0.5634439307,800.0,64.72160469405298
3.0,1.0,0.0,44.8549671057,-0.6091986221,0.0,64.74776541582105
4.0,1.0,0.0,44.8368474715,-0.5657915316,800.0,85.90448040605861
4.0,1.0,0.0,44.8393880022,-0.5714505869,450.0,77.5170399596227
2.0,1.0,0.0,44.8360003742,-0.5678327288,0.0,47.97122673470858
2.0,1.0,45.0,44.8324411321,-0.5654133686,400.0,71.88011061792167
2.0,1.0,0.0,44.882698218,-0.5494013886,90.0,54.353141650057296
6.0,2.0,0.0,44.8337617628,-0.5678970825,0.0,96.26090410306642
4.0,1.0,0.0,44.8331746776,-0.5644388145,0.0,63.331847426769855
2.0,1.0,0.0,44.8341146282,-0.5719883451,0.0,48.30571420253091
2.0,1.0,10.0,44.8260661954,-0.5713170048,0.0,50.147146419978526
3.0,1.0,0.0,44.8379866793,-0.5740030716,0.0,57.267655335172094
6.0,3.0,15.0,44.8351078773,-0.5838398025,450.0,131.75742250261374
3.0,1.0,15.0,44.8572544061,-0.5624510734,200.0,68.39095712429298
2.0,1.0,45.0,44.8339242108,-0.5661125541,400.0,72.19029525852966
2.0,1.0,10.0,44.8305942328,-0.577687711,200.0,57.17103341961865
2.0,1.0,0.0,44.8369460588,-0.5691016167,0.0,48.28793711309845
2.0,1.0,0.0,44.83938801,-0.613589061,1500.0,96.04623717037794
4.0,1.0,0.0,44.833239468,-0.5761533103,0.0,65.03358957113869
7.0,3.0,0.0,44.8326219997,-0.5669586784,0.0,120.18639796099797
2.0,1.0,0.0,44.8172769046,-0.5718848054,0.0,45.91610593372661
3.0,1.0,0.0,44.8554552692,-0.5800123811,150.0,64.69814914960989
4.0,2.0,0.0,44.8469839109,-0.588298171,0.0,84.82384314560932
3.0,1.0,5.0,44.8381735503,-0.5731883082,200.0,64.17784436605052
2.0,1.0,0.0,44.8609313775,-0.5586722828,0.0,50.163706473268576
4.0,1.0,0.0,44.8284266412,-0.5597578774,0.0,61.98588564824604
2.0,1.0,5.0,44.8380042703,-0.5708714549,0.0,50.22965602777822
2.0,1.0,0.0,44.852178994,-0.5687619017,0.0,50.38717479222487
2.0,1.0,5.0,44.8357781917,-0.5836253278,0.0,51.7584912418406
4.0,1.0,0.0,44.8422999396,-0.5475634737,0.0,62.18051096150157
4.0,1.0,15.0,44.839362135,-0.5766774179,0.0,70.58307738721851
2.0,1.0,0.0,44.8309488222,-0.5838181708,0.0,49.568504551088154
3.0,1.0,5.0,44.8672881793,-0.5509048094,0.0,59.5994218993992
2.0,1.0,0.0,44.8339756204,-0.5676848186,0.0,47.66430158062576
4.0,1.0,0.0,44.8335269942,-0.5913503649,600.0,83.66433423888884
4.0,1.0,0.0,44.8420153827,-0.5794301525,0.0,66.74473379903611
2.0,1.0,0.0,44.8289879605,-0.5736077982,0.0,47.816684613531834
4.0,1.0,0.0,44.8403639119,-0.5838418331,0.0,67.14925966184546
4.0,2.0,0.0,44.844017708,-0.5505289367,0.0,78.94831230893033
4.0,1.0,8.0,44.8523426645,-0.5868471858,0.0,71.73168947006525
4.0,2.0,35.0,44.8384105061,-0.5743053608,0.0,92.35023147942957
2.0,1.0,0.0,44.8412608101,-0.5794858762,400.0,61.326455112832264
2.0,1.0,0.0,44.8338212185,-0.566291195,500.0,61.103165475913556
3.0,0.0,40.0,44.8385191094,-0.5681222522,200.0,58.15482806269665
1.0,1.0,0.0,44.8306328078,-0.5635411497,0.0,38.4693929662908
2.0,1.0,0.0,44.841614347,-0.5912637074,0.0,52.14846969667633
2.0,1.0,0.0,44.8616249697,-0.5806087773,0.0,53.431086092409714
1.0,1.0,0.0,44.8224768944,-0.5507126469,0.0,35.46558757978346
2.0,1.0,0.0,44.8286038681,-0.5581374222,0.0,45.527231047075475
2.0,0.0,0.0,44.8517007204,-0.6145575492,100.0,43.57197923062995
2.0,1.0,0.0,44.8245999586,-0.5911648536,0.0,49.734623197339715
1.0,1.0,5.0,44.8610880914,-0.5648920597,0.0,44.49649249769482
3.0,1.0,0.0,44.8459461121,-0.587312867,0.0,60.31329181379988
2.0,1.0,15.0,44.8395145661,-0.5677470713,250.0,59.89573452608602
4.0,1.0,0.0,44.8526758796,-0.5736355946,0.0,67.41095440809022
2.0,1.0,0.0,44.877477001,-0.5544585302,0.0,51.88832230254866
5.0,1.0,0.0,44.8313160309,-0.5898385086,0.0,74.86442851087395
2.0,1.0,0.0,44.8339226876,-0.5662877456,0.0,47.454976038453424
2.0,1.0,0.0,44.8510132346,-0.5833137389,0.0,52.325332682437875
2.0,1.0,0.0,44.8213743267,-0.5625848655,0.0,45.150240991510145
3.0,1.0,10.0,44.8381796933,-0.5769942452,200.0,66.26538051586522
4.0,1.0,0.0,44.8414376943,-0.5705405221,500.0,79.04081758924349
2.0,1.0,0.0,44.8209724424,-0.573650433,0.0,46.69240495655322
3.0,0.0,7.0,44.8509549249,-0.5728583487,250.0,51.81657955272385
2.0,1.0,9.0,44.8604683103,-0.612416819,150.0,64.72860640612907
1.0,1.0,0.0,44.8281503913,-0.5818853533,0.0,40.769812468378404
4.0,2.0,0.0,44.8443597963,-0.5880470667,300.0,92.61467979702775
4.0,2.0,15.0,44.8344060161,-0.5624823121,500.0,97.59215518887231
6.0,2.0,25.0,44.826320596,-0.576809773,300.0,112.38023078287733
3.0,1.0,0.0,44.838659002,-0.5695541611,0.0,56.71965955263113
4.0,1.0,0.0,44.8508491481,-0.6244272812,0.0,74.49211966191433
4.0,2.0,110.0,44.8423538879,-0.5750777576,500.0,129.7313363191197
2.0,1.0,0.0,44.8227876097,-0.5503795288,0.0,43.58603298844628
2.0,0.0,35.0,44.8296129511,-0.577396858,170.0,47.75761581703773
2.0,1.0,50.0,44.8327848447,-0.5640272358,150.0,66.43406195689204
4.0,1.0,0.0,44.8542079424,-0.5770658891,0.0,68.12265996124734
1.0,1.0,10.0,44.8221780048,-0.5647987713,500.0,54.19422753462004
2.0,1.0,0.0,44.8269079131,-0.5939807418,0.0,50.466979487842764
2.0,1.0,0.0,44.8465159381,-0.5791724719,0.0,51.09270898806517
4.0,1.0,0.0,44.8317534652,-0.574236274,0.0,64.54702765249294
2.0,1.0,0.0,44.8572371937,-0.5635625807,0.0,50.3493001077195
2.0,1.0,0.0,44.8254394306,-0.5676409778,300.0,54.65129698790406
5.0,2.0,30.0,44.8499343965,-0.5870219313,0.0,102.40085355374049
